HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE1,RASSE1_MISCHLING,RASSE2,RASSE2_MISCHLING,RASSENTYP,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
98380,51-60,m,8,81,Coton de Tulear,,,,K,2004,m,weiss
154729,21-30,w,8,81,Dachshund,,,,K,2020,w,grau
154706,61-70,m,8,81,Pudel,,,,K,2020,w,schwarz
154610,31-40,w,8,81,Whippet,,,,I,2015,w,brindle
154581,31-40,w,8,81,Mischling klein,,,,K,2020,w,beige/weiss
124628,41-50,w,8,81,Pointer,Mischling,,,I,2011,w,braun
82508,71-80,w,8,81,Beagle,,,,K,2018,m,tricolor
153684,41-50,m,8,81,Nova Scotia Duck Tolling Retriever,,,,I,2020,m,braun
153603,41-50,m,8,81,Bergamasker,,Border Collie,,I,2020,m,schwarz/grau
153570,31-40,m,8,81,Mischling klein,,,,K,2018,m,braun/schwarz
95820,61-70,m,8,81,Foxterrier,,,,K,2007,m,weiss/braun/schwarz
153443,41-50,w,8,81,Golden Retriever,,,,I,2020,m,golden
153307,31-40,m,8,81,Barbet,,,,I,2020,m,schwarz/weiss
153198,31-40,w,8,81,Zwergpudel,,,,K,2020,m,apricot
95371,41-50,m,8,81,Golden Retriever,,Labrador Retriever,,I,2016,w,schwarz
153099,41-50,w,8,81,Chihuahua,,,,K,2012,m,tricolor
153099,41-50,w,8,81,Chihuahua,,,,K,2012,m,creme
85977,71-80,w,8,81,Zwergpinscher,,,,K,2010,w,schwarz/rot
95066,31-40,m,8,81,Weimaraner,,,,I,2014,w,silber
152229,21-30,w,8,81,Mischling gross,,,,I,2019,m,schwarz/weiss
94477,61-70,w,8,81,Chihuahua,,,,K,2009,m,black/tan
122072,31-40,w,8,81,Pudel,,,,K,2011,m,schwarz
152083,51-60,w,8,81,Deutscher Pinscher,Mischling,,,I,2018,m,tricolor
152079,41-50,w,8,81,Malteser,,,,K,2019,m,weiss
121934,61-70,m,8,81,Mischling klein,,,,K,2013,w,schwarz/weiss
121801,21-30,w,8,81,Chihuahua,,,,K,2013,w,weiss/rot
151750,21-30,m,8,81,Miniature Australian Shepherd,,,,I,2019,m,rotbraun
151668,51-60,w,8,81,Continental Bulldog,,,,I,2017,w,schwarz
121545,41-50,m,8,81,Mittelpudel,,,,K,2014,m,apricot
151276,41-50,m,8,81,Australian Shepherd,,,,I,2018,w,schwarz/weiss
151167,21-30,w,8,81,Mops,,,,K,2017,w,beige
93289,41-50,w,8,81,English Staffordshire Terrier,,,,II,2008,m,schwarz
82188,81-90,w,8,81,Chihuahua,,,,K,2011,w,rot/beige
150103,31-40,m,8,81,Labrador Retriever,,,,I,2019,w,braun
92864,51-60,w,8,81,Mops,,,,K,2007,m,beige
149562,81-90,m,8,81,Labrador,,,,I,2012,w,blondfarben
92305,61-70,w,8,81,Deutsche Dogge,,,,I,2020,w,blau
149129,31-40,m,8,81,Pomeranian,,,,K,2015,w,beige
148908,31-40,w,8,81,Berner Sennenhund,,,,I,2013,m,tricolor
148602,61-70,w,8,81,Elo,,,,I,2012,w,weiss/schwarz
148286,31-40,w,8,81,Rhodesian Ridgeback,,,,I,2019,w,weizen
91015,51-60,w,8,81,Zwergdachshund,,,,K,2016,w,schwarz/rot
91015,51-60,w,8,81,Zwergrauhaardackel,,,,K,2007,w,saufarben
118299,31-40,m,8,81,Zwergspitz,,,,K,2014,w,orange
147828,51-60,m,8,81,Jack Russel Terrier,,,,K,2018,w,weiss/braun
147682,21-30,w,8,81,Zwergspitz,,,,K,2019,m,orange
146638,41-50,w,8,81,Malteser,,,,K,2011,m,weiss
90077,71-80,m,8,81,Foxterrier,,,,K,2020,w,tricolor
146443,51-60,m,8,81,Französische Bulldogge,,,,K,2017,m,weiss/schwarz
146327,21-30,w,8,81,Malteser,,Yorkshire Terrier,,K,2014,w,schwarz/weiss
89703,61-70,m,8,81,Mischling gross,,,,I,2016,w,beige/braun
116059,61-70,w,8,81,Ratero,,,,K,2011,m,schwarz/weiss
115728,71-80,w,8,81,Malteser,,,,K,2008,w,weiss
115688,51-60,w,8,81,Labrador Retriever,,,,I,2013,w,schwarz
145438,21-30,w,8,81,Shetland Sheepdog,,,,K,2017,m,grau
65940,51-60,w,8,81,Berner Sennenhund,,,,I,2019,w,tricolor
89587,71-80,m,8,81,Weimaraner,,,,I,2020,w,silbergrau
144942,31-40,w,8,81,Mischling gross,,,,I,2017,w,tricolor
144413,61-70,w,8,81,Chihuahua,,,,K,2018,m,grau
144179,51-60,w,8,81,Rhodesian Ridgeback,,,,I,2018,w,red-wheaten
113405,31-40,m,8,81,Französische Bulldogge,,,,K,2011,w,weiss/schwarz
113404,31-40,w,8,81,Französische Bulldogge,,,,K,2011,m,gestromt
112959,31-40,w,8,81,Shiba Inu,,,,K,2008,w,rot/weiss
111697,41-50,w,8,81,Labrador,,Pudel,,I,2012,w,apricot
111497,81-90,w,8,81,Chihuahua,,,,K,2015,w,braun/beige
141989,31-40,w,8,81,Bolonka Zwetna,,,,K,2018,m,zobel
89180,51-60,w,8,81,Jack Russel Terrier,,,,K,2006,m,tricolor
141531,71-80,w,8,81,Bichon frisé,,Shih Tzu,,K,2020,m,braun/schwarz/weiss
89137,81-90,w,8,81,Zwergpudel,,,,K,2005,w,apricot
109929,51-60,m,8,81,Magyar Viszla,,,,I,2010,m,gelb
109769,41-50,w,8,81,Lagotto Romagnolo,,,,I,2011,w,braun
109471,61-70,w,8,81,Shih Tzu,,,,K,2012,w,grau meliert
109471,61-70,w,8,81,Shih Tzu,,,,K,2009,w,grau/schwarz
140307,31-40,m,8,81,Zwergdackel,,,,K,2018,m,braun
139956,41-50,w,8,81,Tibet Terrier,Mischling,,,K,2015,m,grau/braun
139898,51-60,m,8,81,Mischling klein,,,,K,2015,w,schwarz
108826,61-70,m,8,81,Grosser Schweizer Sennenhund,,,,I,2017,m,tricolor
83900,51-60,w,8,81,Dachshund,,,,K,2015,w,saufarben
61323,71-80,m,8,81,Mudi,,,,K,2010,m,blondfarben
138867,31-40,w,8,81,Chihuahua,Mischling,,,K,2015,w,braun
138703,51-60,w,8,81,Dachshund,,,,K,2011,w,schwarz/braun
106705,71-80,w,8,81,Pudel,,,,K,2010,w,schwarz/weiss
106243,31-40,w,8,81,Chihuahua,,,,K,2005,m,braun
106243,31-40,w,8,81,Chihuahua,,,,K,2008,m,braun
105975,51-60,w,8,81,Labrador Retriever,,,,I,2010,m,schwarz
136961,31-40,w,8,81,Deutscher Kleinspitz,,,,K,2020,m,schwarz/weiss
88496,51-60,m,8,81,Continental Bulldog,,,,I,2005,w,weiss/schwarz/braun
88496,51-60,m,8,81,Continental Bulldog,,,,I,2018,w,schwarz/weiss
136673,51-60,m,8,81,Tibetan Spaniel,,,,K,2011,m,rot
136414,31-40,w,8,81,Boxer,,,,I,2011,m,gestromt
81441,71-80,w,8,81,Pinscher,,Terrier,,K,2016,w,tricolor
105274,31-40,w,8,81,Yorkshire Terrier,,,,K,2010,w,schwarz
135911,51-60,w,8,81,Golden Retriever,,,,I,2011,m,blondfarben
104037,41-50,w,8,81,Deutscher Kleinspitz,,,,K,2008,w,orange
81381,51-60,m,8,81,Mischling klein,,,,K,2016,w,grau
134554,41-50,w,8,81,Mischling klein,,,,K,2007,w,schwarz
103787,51-60,w,8,81,Parson Russell Terrier,,,,K,2018,w,rot/weiss
103630,51-60,m,8,81,Chihuahua,,,,K,2007,w,schwarz/weiss
88077,61-70,m,8,81,Irish Setter,Mischling,,,I,2004,w,golden
103603,61-70,w,8,81,Jack Russel Terrier,Mischling,,,K,2006,w,weiss/schwarz
133586,21-30,m,8,81,Chihuahua,,,,K,2013,w,weiss
133248,41-50,m,8,81,Cocker Spaniel,,,,K,2016,w,braun/rot
102916,61-70,w,8,81,Bolonka Zwetna,,,,K,2017,w,weiss/schwarz
4215,41-50,w,8,81,Mischling gross,,,,I,2019,m,schwarz
132205,21-30,m,8,81,Labrador Retriever,,,,I,2015,m,schwarz
81245,71-80,w,8,81,Mischling klein,,,,K,2014,w,schwarz
81245,71-80,w,8,81,Chihuahua,,,,K,2009,w,rot
101273,51-60,m,8,81,Boston Terrier,,,,K,2009,w,braun/weiss
131179,31-40,w,8,81,Mittelpudel,,,,K,2016,m,apricot
100645,71-80,w,8,81,Mudi,,,,K,2009,m,schwarz
87523,71-80,w,8,81,Berner Sennenhund,,,,I,2019,w,dreifarbig
100515,31-40,w,8,81,Zwergspitz,,,,K,2007,w,rot
130781,71-80,m,8,81,Bayerischer Gebirgsschweisshund,,,,I,2015,m,hirschrot
130462,31-40,w,8,81,Zwergpinscher,,Rehpinscher,,K,2007,m,rehbraun
129109,41-50,m,8,81,Shiba Inu,,,,K,2008,w,beige/rot
128588,61-70,m,8,81,Pekingese,Mischling,,,K,2015,w,schwarz
87177,81-90,w,8,81,Mischling klein,,,,K,2008,w,grau/schwarz
156768,51-60,m,8,81,Continental Bulldog,Mischling,,,I,2009,m,gestromt
127843,61-70,m,8,81,Cairn Terrier,,,,K,2009,w,rot/braun
156652,31-40,w,8,81,Labrador Retriever,,,,I,2020,m,schwarz
127668,41-50,w,8,81,Mischling gross,,,,I,2019,w,schwarz/braun
156568,51-60,w,8,81,Maremmen-Abruzzen-Schäferhund,,,,I,2013,m,weiss
156485,21-30,m,8,81,Chihuahua,,,,K,2020,m,weiss/braun
156231,71-80,w,8,81,Mittelpudel,,,,K,2020,w,schwarz/weiss
156152,41-50,m,8,81,Dachshund,,,,K,2020,w,braun/schwarz/grau
155949,51-60,m,8,82,Flat Coated Retriever,,,,I,2012,m,schwarz
155931,41-50,w,8,82,Labrador,,Magyar Viszla,,I,2020,w,rot/braun
126344,41-50,m,8,82,Schäfer,Mischling,,,I,2013,m,braun/schwarz
155828,21-30,m,8,82,Boston Terrier,,,,K,2020,w,dunkel gestromt
155811,51-60,w,8,82,Pudel,,Labrador Retriever,,I,2020,m,schwarz/weiss/braun
98937,61-70,w,8,82,Labrador,,Pudel,,I,2014,m,hellfarben
125798,51-60,w,8,82,Havaneser,,,,K,2011,m,weiss/schwarz
155408,51-60,m,8,82,Zwergschnauzer,,,,K,2020,w,schwarz
155388,21-30,w,8,82,Golden Retriever,,,,I,2014,m,golden
155347,21-30,w,8,82,Border Collie,,,,I,2020,w,tricolor
155318,21-30,w,8,82,Labrador Retriever,,,,I,2020,m,schwarz
22186,41-50,m,8,82,Labrador Retriever,,Border Collie,,I,2009,m,schwarz
80959,51-60,w,8,82,Spinone,,,,I,2016,w,braun schimmel
86535,51-60,w,8,82,Mops,,,,K,2013,w,schwarz
86535,51-60,w,8,82,Mops,,,,K,2013,m,silber
80952,61-70,m,8,82,Labrador Retriever,,Grosspudel,,I,2020,w,schwarz
154516,41-50,w,8,82,Australian Shepherd,,Labrador Retriever,,I,2018,m,schwarz/weiss
124764,51-60,w,8,82,Labrador,,Pudel,,I,2014,w,apricot
124652,41-50,w,8,82,Schnauzer,Mischling,,,I,2012,w,schwarz
154348,21-30,m,8,82,Mischling gross,,,,I,2017,m,schwarz/braun
154330,41-50,m,8,82,Rhodesian Ridgeback,,,,I,2010,w,braun
124510,41-50,w,8,82,Mops,,,,K,2007,w,beige
154168,31-40,w,8,82,Jack Russel Terrier,,,,K,2020,m,weiss/braun
153892,31-40,m,8,82,Mischling gross,,,,I,2020,w,schwarz/weiss
153874,31-40,w,8,82,Border Collie,,Australian Shepherd,,I,2020,m,blue/merle
153866,31-40,w,8,82,Dachshund,,,,K,2020,m,schwarz/braun/rot
80904,61-70,m,8,82,Border Collie,Mischling,,,I,2016,w,tricolor
153731,31-40,w,8,82,Beagle,,,,K,2020,m,tricolor
123487,31-40,w,8,82,Dachshund,,,,K,2018,m,rot
95824,61-70,m,8,82,Labrador Retriever,,,,I,2011,m,schwarz
153526,61-70,w,8,82,Parson Russell Terrier,,,,K,2020,w,weiss/rot
153462,41-50,w,8,82,Boston Terrier,,,,K,2020,m,silber/weiss
70152,61-70,m,8,82,Bayerischer Gebirgsschweisshund,,Border Collie,,I,2018,w,schwarz
153363,21-30,w,8,82,Kleiner Münsterländer,,,,I,2020,m,weiss/braun
86081,71-80,m,8,82,Schäfer,,Hovawart,,I,2010,m,braun/schwarz
153237,41-50,w,8,82,Malteser,,,,K,2019,w,weiss
95296,51-60,w,8,82,Golden Retriever,,,,I,2008,m,golden
153004,61-70,m,8,82,Shiba Inu,,,,K,2020,m,rot
122790,71-80,w,8,82,Mischling klein,,,,K,2008,m,schwarz
122790,71-80,w,8,82,Chihuahua,,,,K,2013,w,beige
152755,21-30,m,8,82,Beagle,,,,K,2020,w,tricolor
152356,41-50,m,8,82,Zwergspitz,,,,K,2019,m,creme
152235,21-30,w,8,82,Malteser,,,,K,2019,w,weiss/beige
152045,41-50,w,8,82,Malteser,,,,K,2013,m,weiss
151942,41-50,w,8,82,Dachshund,,,,K,2019,w,schwarz/rot
121970,51-60,w,8,82,Cavalier King Charles Spaniel,,,,K,2008,w,ruby
151876,31-40,m,8,82,Französische Bulldogge,,,,K,2016,m,dunkel gestromt
85723,71-80,w,8,82,Mischling klein,,,,K,2004,w,schwarz
151689,41-50,m,8,82,Labrador Retriever,,Riesenschnauzer,,I,2019,m,weiss/beige
151652,31-40,w,8,82,Golden Retriever,,Labrador,,I,2006,m,beige/weiss
151475,41-50,m,8,82,Beagle,,,,K,2019,m,tricolor
151443,41-50,m,8,82,Cavalier King Charles Spaniel,,,,K,2008,m,weiss/schwarz/braun
151443,41-50,m,8,82,Deutscher Schäferhund,,Australian Cattle Dog,,I,2015,w,braun/schwarz
121334,61-70,w,8,82,Malteser,,Havaneser,,K,2014,w,schwarz/weiss
121229,51-60,w,8,82,Golden Retriever,,Pudel,,I,2014,m,blondfarben
121062,51-60,w,8,82,Malteser,,,,K,2014,w,weiss
149675,41-50,w,8,82,Pomeranian,,,,K,2019,m,creme
149658,41-50,w,8,82,Französische Bulldogge,,,,K,2016,m,blau
149657,31-40,m,8,82,Beagle,,Rehpinscher,,K,2019,w,hellbraun
149557,71-80,w,8,82,Mischling klein,,,,K,2019,w,tricolor
92421,51-60,w,8,82,Shih Tzu,,,,K,2020,m,schwarz
92294,61-70,w,8,82,Jack Russel Terrier,,,,K,2007,w,tricolor
149011,31-40,m,8,82,Shiba Inu,,,,K,2019,m,orange
119410,51-60,w,8,82,Spanischer Wasserhund,,,,I,2013,w,weiss/braun
148618,31-40,w,8,82,Deutscher Schäferhund,,,,I,2019,m,brindle
118709,71-80,w,8,82,Lhasa Apso,,,,K,2006,m,beige
118709,71-80,w,8,82,Lhasa Apso,,,,K,2006,w,beige
118323,31-40,m,8,82,Border Collie,,,,I,2013,m,tricolor
147729,41-50,w,8,82,Bologneser,,,,K,2019,w,braun
117944,51-60,m,8,82,Italienisches Windspiel,,,,K,2006,m,blau
117901,41-50,w,8,82,Parson Russell Terrier,,,,K,2013,m,tricolor
147381,31-40,m,8,82,Beagle,,,,K,2019,w,tricolor
147336,71-80,w,8,82,Toypudel,,,,K,2015,m,schwarz
147281,31-40,m,8,82,Mischling klein,,,,K,2017,m,grau/weiss
147268,51-60,w,8,82,Cocker Spaniel,,,,K,2013,m,schwarz
146943,31-40,m,8,82,Maremmano,,Sibirischer Husky,,I,2014,m,weiss
146943,31-40,m,8,82,West Highland White Terrier,,Sibirischer Husky,,I,2017,w,weiss
146810,61-70,w,8,82,Zwergpudel,,,,K,2015,w,schwarz
146666,31-40,w,8,82,Mischling klein,,,,K,2012,m,orange
146402,61-70,m,8,82,Bolonka Zwetna,,,,K,2010,m,creme
146402,61-70,m,8,82,Bolonka Zwetna,,,,K,2012,w,schwarz
116616,61-70,w,8,82,Lhasa Apso,,,,K,2013,m,zobel/weiss
146239,31-40,w,8,82,English Springer Spaniel,,,,I,2011,m,schwarz
89733,81-90,m,8,82,Jack Russel Terrier,,,,K,2007,m,schwarz/weiss/braun
146232,41-50,w,8,82,Zwergspitz,,,,K,2018,w,weiss
146160,21-30,w,8,82,Papillon,,,,K,2007,w,rot/braun/weiss
116082,31-40,w,8,82,Parson Jack Russell Terrier,,,,K,2011,m,tricolor
89650,41-50,m,8,82,Dachshund,,,,K,2006,w,schwarz/rot
145427,21-30,w,8,82,Zwergpudel,,,,K,2018,m,braun
145341,31-40,w,8,82,Shiba Inu,,,,K,2018,w,rot
89564,41-50,w,8,82,Podenco Ibicenco,,,,I,2005,w,braun
144133,41-50,m,8,82,Weimaraner,,,,I,2016,m,grau
80584,71-80,w,8,82,Labrador Retriever,,,,I,2009,m,schwarz
113035,71-80,w,8,82,Yorkshire Terrier,,,,K,2014,w,blue/tan
143604,61-70,w,8,82,Französische Bulldogge,,,,K,2020,w,falb
112239,61-70,w,8,82,Lakeland Terrier,,,,K,2010,w,rotbraun/weiss
142706,51-60,m,8,82,Lagotto Romagnolo,,,,I,2016,w,braun/weiss
84288,61-70,m,8,82,Mischling gross,,,,I,2015,w,dunkelbraun
142247,41-50,w,8,82,Beagle,Mischling,,,K,2012,w,weiss/braun
141907,31-40,w,8,82,Dachshund,,,,K,2014,w,gelb
65665,61-70,w,8,82,Mops,,,,K,2019,m,beige/schwarz
141687,31-40,w,8,82,Zwergspitz,,,,K,2018,w,creme
141687,31-40,w,8,82,Chihuahua,,,,K,2013,w,golden
141628,41-50,w,8,82,Berner Sennenhund,,,,I,2018,m,tricolor
141377,41-50,w,8,82,Pomeranian,,,,K,2007,m,braun
140941,51-60,w,8,82,West Highland White Terrier,,,,K,2004,w,weiss
140925,51-60,w,8,82,Lagotto Romagnolo,,,,I,2017,m,braun
140704,41-50,w,8,82,Bolonka Zwetna,,,,K,2017,m,zobel
140412,21-30,w,8,82,Shih Tzu,,,,K,2017,w,gold/schwarz
109277,51-60,m,8,82,Bulldog,,,,I,2020,m,lilac
109007,51-60,m,8,82,Yorkshire Terrier,Mischling,,,K,2004,m,schwarz/braun
139347,41-50,w,8,82,Mischling klein,,,,K,2017,m,schwarz/weiss
108326,61-70,w,8,82,Parson Russell Terrier,,,,K,2014,m,tricolor
108326,61-70,w,8,82,Parson Russell Terrier,,,,K,2016,w,schwarz/weiss
108326,61-70,w,8,82,Parson Russell Terrier,,,,K,2011,w,tricolor
108075,31-40,w,8,82,Labrador Retriever,,,,I,2011,w,blondfarben
138716,31-40,m,8,82,Mischling klein,,,,K,2008,m,braun/weiss
88710,51-60,m,8,82,Polnischer Niederungshütehund,,,,I,2005,w,weiss
138369,41-50,w,8,82,Bolonka Zwetna,,Toypudel,,K,2017,m,choco
55835,71-80,w,8,82,Lagotto Romagnolo,,,,I,2009,m,marronschimmel
137650,61-70,w,8,82,Labrador,,Pudel,,I,2017,m,schwarz
137299,71-80,m,8,82,Mops,,,,K,2011,m,beige
88559,71-80,w,8,82,Zwergpudel,,,,K,2013,m,braun
88559,71-80,w,8,82,Zwergpudel,,,,K,2005,w,schwarz
136633,51-60,m,8,82,Jack Russel Terrier,,,,K,2005,w,tricolor
136424,41-50,w,8,82,Border,Mischling,,,I,2008,w,schwarz
136422,51-60,w,8,82,Border Collie,,,,I,2010,m,schwarz/weiss
105153,41-50,m,8,82,Continental Bulldog,,,,I,2011,m,braun gestromt
105153,41-50,m,8,82,Chihuahua,,,,K,2015,w,schwarz/weiss/braun
135342,51-60,m,8,82,Labrador,,Pudel,,I,2016,w,beige/rot
135342,51-60,m,8,82,Mischling,,,,,2019,w,sable
88242,71-80,w,8,82,Pekingese,Mischling,,,K,2004,w,hellbraun
135329,31-40,w,8,82,Cocker Spaniel,,Golden Retriever,,I,2016,m,schwarz/weiss
135272,81-90,m,8,82,Bichon frisé,,,,K,2016,w,weiss
81387,51-60,w,8,82,Mischling gross,,,,I,2014,w,schwarz/braun
134559,61-70,w,8,82,Jack Russel Terrier,Mischling,,,K,2016,w,braun/weiss
83369,51-60,w,8,82,Mischling gross,,,,I,2012,w,schwarz
103811,51-60,w,8,82,Mischling gross,,,,I,2013,w,rot/weiss
88120,51-60,m,8,82,Golden Retriever,,,,I,2019,m,golden
103811,51-60,w,8,82,Mischling gross,,,,I,2011,m,tricolor
133835,51-60,m,8,82,Australian Shepherd,,,,I,2016,w,blue/merle
23915,51-60,w,8,82,Mischling gross,,,,I,2020,m,schwarz/weiss
133364,31-40,w,8,82,Labrador Retriever,,,,I,2014,m,braun
133222,21-30,w,8,82,Zwergspitz,,,,K,2014,m,creme
87954,51-60,m,8,82,Lagotto Romagnolo,,,,I,2004,m,weiss/schwarz
132921,51-60,w,8,82,Malteser,,,,K,2014,w,weiss/beige
132921,51-60,w,8,82,Malteser,,,,K,2016,w,weiss
132903,51-60,w,8,82,Bearded Collie,,,,I,2008,m,tricolor
132528,71-80,m,8,82,Barbet,,,,I,2016,m,braun/weiss
132511,71-80,m,8,82,Havaneser,,,,K,2007,w,weiss/schwarz
102107,31-40,w,8,82,Mischling klein,,,,K,2007,m,braun
101835,51-60,w,8,82,Welsh Terrier,,,,K,2010,m,braun/schwarz
131768,41-50,w,8,82,Beagle,,,,K,2015,m,schwarz/weiss/braun
131689,41-50,w,8,82,Zwergrauhaardackel,,,,K,2016,m,wildfarbig
100813,41-50,w,8,82,Zwergspitz,,,,K,2018,w,schwarz/braun
130368,81-90,w,8,82,Bolonka Zwetna,,,,K,2012,m,zobel
130057,61-70,w,8,82,Labrador Retriever,,,,I,2015,m,sandfarbig
100184,31-40,w,8,82,Mops,,,,K,2008,m,schwarz
129950,31-40,w,8,82,Malteser,,,,K,2006,m,weiss
129383,61-70,w,8,82,Chihuahua,,,,K,2010,w,weiss/schwarz
129254,31-40,w,8,82,Golden Retriever,,,,I,2012,m,golden
156957,21-30,w,8,82,Mischling klein,,,,K,2016,w,schwarz
87159,61-70,w,8,82,Dachshund,,,,K,2014,w,sandfarbig
87159,61-70,w,8,82,Zwergrauhaardackel,,,,K,2012,m,saufarben
156845,31-40,m,8,82,Mischling gross,,,,I,2020,w,braun/schwarz
156842,71-80,w,8,82,Pekingese,,Mischling klein,,K,2004,m,braun
156817,41-50,w,8,82,Mischling gross,,,,I,2010,m,braun/grau
156816,41-50,w,8,82,English Cocker Spaniel,,,,K,2013,w,schwarz
156763,21-30,w,8,82,Dachshund,,,,K,2020,m,schwarz/braun/grau
99719,31-40,w,8,82,Labrador Retriever,,Australian Shepherd,,I,2015,m,tricolor
82688,71-80,w,8,82,Deutscher Schäfer,,Labrador Retriever,,I,2012,w,schwarz
127348,41-50,m,8,82,Gordon Setter,,,,I,2016,m,black/tan
156246,31-40,w,8,82,Französische Bulldogge,,,,K,2020,m,dunkel gestromt
156167,51-60,w,8,82,Shiba Inu,,,,K,2020,w,rot
156130,21-30,w,8,82,Bolonka Zwetna,,,,K,2020,w,schwarz/weiss
6640,51-60,m,8,82,Englische Bulldogge,,,,I,2011,m,braun/weiss
4206,71-80,w,8,82,Havaneser,,,,K,2016,w,hellbraun/weiss
126735,51-60,m,8,82,Bernhardiner,,,,I,2016,m,weiss/rot
126534,51-60,w,8,82,Zwergpudel,,,,K,2015,w,schwarz
99149,51-60,w,8,83,Magyar Viszla,,,,I,2012,w,gelb
155892,41-50,m,8,83,Zwergpudel,,,,K,2019,w,rot/braun
155889,31-40,w,8,83,Dachshund,,,,K,2020,m,gestromt
155885,21-30,w,8,83,Parson Russell Terrier,,,,K,2014,w,weiss/braun
126116,61-70,w,8,83,Dachshund,,,,K,2009,m,saufarben
155598,21-30,m,8,83,Lagotto Romagnolo,,,,I,2020,m,orange
98951,71-80,w,8,83,Shih Tzu,,,,K,2018,w,tricolor
125782,51-60,w,8,83,Border Terrier,,,,K,2008,w,braun
155317,41-50,m,8,83,Französische Bulldogge,,,,K,2015,m,schwarz gestromt
125350,41-50,m,8,83,Pekingese,,,,K,2014,m,weiss
86603,61-70,w,8,83,Zwergspitz,,,,K,2017,m,braun
98359,61-70,m,8,83,Yorkshire Terrier,,,,K,2013,w,schwarz/braun
154442,41-50,w,8,83,Labrador Retriever,,Deutscher Boxer,,I,2020,m,schwarz
154421,41-50,m,8,83,Boston Terrier,,,,K,2020,m,schwarz/weiss
96939,51-60,m,8,83,Galgo Espanol,,,,I,2012,w,weiss
123617,51-60,m,8,83,Bayerischer Gebirgsschweisshund,,,,I,2014,w,rot/braun
153397,41-50,w,8,83,Labrador,,,,I,2017,w,choco
153350,11-20,w,8,83,Mischling gross,,,,I,2016,w,beige
153314,31-40,m,8,83,Belgischer Schäferhund,,Labrador Retriever,,I,2019,w,weiss
153270,51-60,w,8,83,Lagotto Romagnolo,,,,I,2012,w,braun
153254,21-30,w,8,83,Chihuahua,Mischling,,,K,2017,w,weiss
122969,51-60,w,8,83,Jack Russel Terrier,,,,K,2012,m,tricolor
122953,51-60,w,8,83,Mischling klein,,,,K,2011,m,weiss
82427,51-60,w,8,83,Labrador Retriever,,Deutscher Schäferhund,,I,2019,m,schwarz
122815,41-50,w,8,83,Australian Shepherd,,,,I,2012,w,tricolor
122717,31-40,w,8,83,Jack Russel Terrier,,,,K,2011,w,tricolor
122530,51-60,m,8,83,Boston Terrier,,,,K,2016,m,schwarz/weiss
152572,51-60,m,8,83,Mischling klein,,,,K,2020,m,braun
85755,51-60,m,8,83,Labrador Retriever,,Königspudel,,I,2015,w,dunkelbraun
122028,71-80,w,8,83,Pudel,,,,K,2016,m,apricot
85730,31-40,m,8,83,Zwergspitz,,,,K,2019,m,sable
151874,51-60,m,8,83,Labrador Retriever,,Deutscher Schäferhund,,I,2019,m,schwarz
93928,41-50,w,8,83,Boston Terrier,,,,K,2019,w,schwarz/weiss
151616,41-50,w,8,83,Zwergschnauzer,,,,K,2019,w,schwarz/silber
151177,41-50,w,8,83,English Cocker Spaniel,,,,K,2010,m,schwarz
93278,51-60,w,8,83,Foxterrier,,,,K,2008,m,tricolor
92994,81-90,m,8,83,Spitz,Mischling,,,K,2007,m,weiss
150226,41-50,m,8,83,Boxer,,,,I,2014,m,fawn
150049,31-40,w,8,83,Mischling klein,,,,K,2018,w,schwarz
92723,71-80,w,8,83,Havaneser,,,,K,2008,m,dunkelbraun
120268,61-70,w,8,83,Puli,Mischling,,,K,2015,m,beige/braun
149610,51-60,m,8,83,Dachshund,,,,K,2019,w,saufarben
66515,61-70,m,8,83,Labrador Retriever,,,,I,2011,w,braun
149364,51-60,w,8,83,Parson Russell Terrier,,,,K,2015,w,weiss/braun
66515,61-70,m,8,83,Labrador Retriever,,,,I,2007,w,braun
119415,61-70,m,8,83,Field Spaniel,,,,I,2009,m,braun
119260,51-60,m,8,83,Schnauzer,Mischling,,,I,2013,m,schwarz
66323,61-70,m,8,83,Mischling klein,,,,K,2017,m,braun
91051,51-60,w,8,83,Collie,,,,I,2019,w,sable
148283,41-50,w,8,83,Cocker Spaniel,,,,K,2019,m,schwarz
148034,31-40,w,8,83,Appenzeller Sennenhund,Mischling,,,I,2019,m,tricolor
90624,41-50,w,8,83,Pointer,Mischling,,,I,2013,m,schwarz/weiss
90512,51-60,w,8,83,Spanischer Laufhund (Sabueso Espanol),,,,I,2010,m,rot/braun
146737,51-60,m,8,83,Mischling gross,,,,I,2018,m,weiss/braun
117080,21-30,w,8,83,Chihuahua,,,,K,2012,m,creme
90083,61-70,w,8,83,Langhaardackel,,,,K,2006,m,schwarz/rot
146397,31-40,w,8,83,Appenzeller Sennenhund,,Border Collie,,I,2018,w,tricolor
116460,61-70,m,8,83,Katalanischer Schäferhund (Gos d'Atura Català),,,,I,2012,m,schwarz
116413,51-60,w,8,83,Border Collie,,,,I,2008,w,schwarz/weiss
146237,61-70,w,8,83,Welsh Corgi Pembroke,,,,K,2018,w,rot/weiss
146216,31-40,w,8,83,Deutscher Pinscher,,,,I,2015,m,schwarz/rot
146199,31-40,w,8,83,Parson Russell Terrier,,,,K,2019,w,tricolor
